created_at,serial_number,manufacturer,contract_number,contract_rank,bank_code,itp,registration_number,legal_name,application,currency_code,mcc,ert,cb_version,timezone,reconciliation_number,reconciliation_code,credits_number,debits_number,debits_reversal_number,non_completed_number,credits_amount,debits_amount,debits_reversal_amount,transaction_count,pos_remittance_number,transfer_code,local_transaction_datetime,amount,authorization_number,authorization_code,type,aid,terminal_verification_results,rfut_code,rfut_label,message_to_initiator,error_fields,field_conversions,payment_facilitator,application_selection_indicator,selected_brand,audit_number,transaction_number,legal_infos_uuid,legal_infos_registration_number,legal_infos_head_office_registration_number,legal_infos_branch_number,legal_infos_normalized_address_l1,legal_infos_normalized_address_l2,legal_infos_normalized_address_l3,legal_infos_normalized_address_l4,legal_infos_normalized_address_l5,legal_infos_normalized_address_l6,legal_infos_normalized_address_l7,legal_infos_postal_code,legal_infos_business_postal_code,legal_infos_city_name,legal_infos_is_head_office,legal_infos_business_name,legal_infos_branch_business_sector_code,legal_infos_branch_business_sector_label,legal_infos_company_long_name,legal_infos_acronym,legal_infos_civility,legal_infos_forname,legal_infos_lastname,legal_infos_email,legal_infos_phone,legal_infos_head_office_branch_number,legal_infos_legal_nature_code,legal_infos_legal_nature_label,legal_infos_company_business_sector_code,legal_infos_company_business_sector_label,legal_infos_creation_date,legal_infos_update_date,date,time
2019-11-07 05:06:31.00202+00,401153046,VERIFONE,2930787,1,30002,118000000000.0,84000000000000.0,BLOCK'OUT,CBEMV,978,7991,10,CB5.5,,285117,RECONCILED_TOTALS_CORRECT,0,22,0,2,0,451.45,0,24,235,0,2019-06-11 12:57:00,15.1,31596,0.0,DEBIT,A0000000422010,Transaction selected randomly for online processing,,,,,,,0.0,,9,9,d73fd777-6ac9-44ff-aedf-50f7a7c83d56,84000000000000.0,840058762.0,13.0,BLOCK'OUT,,,1 RUE DES VERGERS,,69760 LIMONEST,FRANCE,69760.0,,LIMONEST,True,,93.29Z,Autres activit̩s r̩cr̩atives et de loisirs,BLOCK'OUT,,,,,,,13.0,5710.0,"SAS, soci̩t̩ par actions simplifi̩e",93.29Z,Autres activit̩s r̩cr̩atives et de loisirs,03-05-2018,,2019-06-11,12:57:00
2019-11-07 05:06:31.00202+00,401153046,VERIFONE,2930787,1,30002,118000000000.0,84000000000000.0,BLOCK'OUT,CBEMV,978,7991,10,CB5.5,,285117,RECONCILED_TOTALS_CORRECT,0,22,0,2,0,451.45,0,24,235,0,2019-06-11 13:46:00,22.15,,,DEBIT,A0000000421010,,,,,,,,0.0,,13,13,d73fd777-6ac9-44ff-aedf-50f7a7c83d56,84000000000000.0,840058762.0,13.0,BLOCK'OUT,,,1 RUE DES VERGERS,,69760 LIMONEST,FRANCE,69760.0,,LIMONEST,True,,93.29Z,Autres activit̩s r̩cr̩atives et de loisirs,BLOCK'OUT,,,,,,,13.0,5710.0,"SAS, soci̩t̩ par actions simplifi̩e",93.29Z,Autres activit̩s r̩cr̩atives et de loisirs,03-05-2018,,2019-06-11,13:46:00
2019-11-07 05:06:31.00202+00,401153046,VERIFONE,2930787,1,30002,118000000000.0,84000000000000.0,BLOCK'OUT,CBEMV,978,7991,10,CB5.5,,285117,RECONCILED_TOTALS_CORRECT,0,22,0,2,0,451.45,0,24,235,0,2019-06-11 14:08:00,16.9,,,DEBIT,A0000000421010,,,,,,,,0.0,,14,14,d73fd777-6ac9-44ff-aedf-50f7a7c83d56,84000000000000.0,840058762.0,13.0,BLOCK'OUT,,,1 RUE DES VERGERS,,69760 LIMONEST,FRANCE,69760.0,,LIMONEST,True,,93.29Z,Autres activit̩s r̩cr̩atives et de loisirs,BLOCK'OUT,,,,,,,13.0,5710.0,"SAS, soci̩t̩ par actions simplifi̩e",93.29Z,Autres activit̩s r̩cr̩atives et de loisirs,03-05-2018,,2019-06-11,14:08:00
2019-11-07 05:06:31.00202+00,401153046,VERIFONE,2930787,1,30002,118000000000.0,84000000000000.0,BLOCK'OUT,CBEMV,978,7991,10,CB5.5,,285117,RECONCILED_TOTALS_CORRECT,0,22,0,2,0,451.45,0,24,235,0,2019-06-11 12:56:00,15.1,,,TNA,A0000000422010,,7.0,Transaction abandoned by the cardholder during code entry,,,,,0.0,,8,8,d73fd777-6ac9-44ff-aedf-50f7a7c83d56,84000000000000.0,840058762.0,13.0,BLOCK'OUT,,,1 RUE DES VERGERS,,69760 LIMONEST,FRANCE,69760.0,,LIMONEST,True,,93.29Z,Autres activit̩s r̩cr̩atives et de loisirs,BLOCK'OUT,,,,,,,13.0,5710.0,"SAS, soci̩t̩ par actions simplifi̩e",93.29Z,Autres activit̩s r̩cr̩atives et de loisirs,03-05-2018,,2019-06-11,12:56:00
2019-11-07 05:06:31.00202+00,401153046,VERIFONE,2930787,1,30002,118000000000.0,84000000000000.0,BLOCK'OUT,CBEMV,978,7991,10,CB5.5,,285117,RECONCILED_TOTALS_CORRECT,0,22,0,2,0,451.45,0,24,235,0,2019-06-11 12:55:00,14.4,,,DEBIT,A0000000421010,,,,,,,,0.0,,7,7,d73fd777-6ac9-44ff-aedf-50f7a7c83d56,84000000000000.0,840058762.0,13.0,BLOCK'OUT,,,1 RUE DES VERGERS,,69760 LIMONEST,FRANCE,69760.0,,LIMONEST,True,,93.29Z,Autres activit̩s r̩cr̩atives et de loisirs,BLOCK'OUT,,,,,,,13.0,5710.0,"SAS, soci̩t̩ par actions simplifi̩e",93.29Z,Autres activit̩s r̩cr̩atives et de loisirs,03-05-2018,,2019-06-11,12:55:00
2019-11-07 05:06:31.00202+00,401153046,VERIFONE,2930787,1,30002,118000000000.0,84000000000000.0,BLOCK'OUT,CBEMV,978,7991,10,CB5.5,,285117,RECONCILED_TOTALS_CORRECT,0,22,0,2,0,451.45,0,24,235,0,2019-06-11 12:52:00,14.4,,,DEBIT,A0000000421010,,,,,,,,0.0,,6,6,d73fd777-6ac9-44ff-aedf-50f7a7c83d56,84000000000000.0,840058762.0,13.0,BLOCK'OUT,,,1 RUE DES VERGERS,,69760 LIMONEST,FRANCE,69760.0,,LIMONEST,True,,93.29Z,Autres activit̩s r̩cr̩atives et de loisirs,BLOCK'OUT,,,,,,,13.0,5710.0,"SAS, soci̩t̩ par actions simplifi̩e",93.29Z,Autres activit̩s r̩cr̩atives et de loisirs,03-05-2018,,2019-06-11,12:52:00
2019-11-07 05:06:31.00202+00,401153046,VERIFONE,2930787,1,30002,118000000000.0,84000000000000.0,BLOCK'OUT,CBEMV,978,7991,10,CB5.5,,285117,RECONCILED_TOTALS_CORRECT,0,22,0,2,0,451.45,0,24,235,0,2019-06-11 12:45:00,40.2,,,DEBIT,A0000000421010,,,,,,,,0.0,,5,5,d73fd777-6ac9-44ff-aedf-50f7a7c83d56,84000000000000.0,840058762.0,13.0,BLOCK'OUT,,,1 RUE DES VERGERS,,69760 LIMONEST,FRANCE,69760.0,,LIMONEST,True,,93.29Z,Autres activit̩s r̩cr̩atives et de loisirs,BLOCK'OUT,,,,,,,13.0,5710.0,"SAS, soci̩t̩ par actions simplifi̩e",93.29Z,Autres activit̩s r̩cr̩atives et de loisirs,03-05-2018,,2019-06-11,12:45:00
2019-11-07 05:06:31.00202+00,401153046,VERIFONE,2930787,1,30002,118000000000.0,84000000000000.0,BLOCK'OUT,CBEMV,978,7991,10,CB5.5,,285117,RECONCILED_TOTALS_CORRECT,0,22,0,2,0,451.45,0,24,235,0,2019-06-11 12:42:00,4.6,,,DEBIT,A0000000421010,,,,,,,,0.0,,4,4,d73fd777-6ac9-44ff-aedf-50f7a7c83d56,84000000000000.0,840058762.0,13.0,BLOCK'OUT,,,1 RUE DES VERGERS,,69760 LIMONEST,FRANCE,69760.0,,LIMONEST,True,,93.29Z,Autres activit̩s r̩cr̩atives et de loisirs,BLOCK'OUT,,,,,,,13.0,5710.0,"SAS, soci̩t̩ par actions simplifi̩e",93.29Z,Autres activit̩s r̩cr̩atives et de loisirs,03-05-2018,,2019-06-11,12:42:00
2019-11-07 05:06:31.00202+00,401153046,VERIFONE,2930787,1,30002,118000000000.0,84000000000000.0,BLOCK'OUT,CBEMV,978,7991,10,CB5.5,,285117,RECONCILED_TOTALS_CORRECT,0,22,0,2,0,451.45,0,24,235,0,2019-06-11 14:48:00,12.9,,,DEBIT,A0000000421010,,,,,,,,0.0,,15,15,d73fd777-6ac9-44ff-aedf-50f7a7c83d56,84000000000000.0,840058762.0,13.0,BLOCK'OUT,,,1 RUE DES VERGERS,,69760 LIMONEST,FRANCE,69760.0,,LIMONEST,True,,93.29Z,Autres activit̩s r̩cr̩atives et de loisirs,BLOCK'OUT,,,,,,,13.0,5710.0,"SAS, soci̩t̩ par actions simplifi̩e",93.29Z,Autres activit̩s r̩cr̩atives et de loisirs,03-05-2018,,2019-06-11,14:48:00
2019-11-07 05:06:31.00202+00,401153046,VERIFONE,2930787,1,30002,118000000000.0,84000000000000.0,BLOCK'OUT,CBEMV,978,7991,10,CB5.5,,285117,RECONCILED_TOTALS_CORRECT,0,22,0,2,0,451.45,0,24,235,0,2019-06-11 12:30:00,7.0,160469,0.0,DEBIT,A0000000041010,Transaction exceeds floor limit,,,,,,,0.0,,3,3,d73fd777-6ac9-44ff-aedf-50f7a7c83d56,84000000000000.0,840058762.0,13.0,BLOCK'OUT,,,1 RUE DES VERGERS,,69760 LIMONEST,FRANCE,69760.0,,LIMONEST,True,,93.29Z,Autres activit̩s r̩cr̩atives et de loisirs,BLOCK'OUT,,,,,,,13.0,5710.0,"SAS, soci̩t̩ par actions simplifi̩e",93.29Z,Autres activit̩s r̩cr̩atives et de loisirs,03-05-2018,,2019-06-11,12:30:00
2019-11-07 05:06:31.00202+00,401153046,VERIFONE,2930787,1,30002,118000000000.0,84000000000000.0,BLOCK'OUT,CBEMV,978,7991,10,CB5.5,,285117,RECONCILED_TOTALS_CORRECT,0,22,0,2,0,451.45,0,24,235,0,2019-06-11 20:25:00,5.5,,,DEBIT,A0000000421010,,,,,,,,0.0,,21,21,d73fd777-6ac9-44ff-aedf-50f7a7c83d56,84000000000000.0,840058762.0,13.0,BLOCK'OUT,,,1 RUE DES VERGERS,,69760 LIMONEST,FRANCE,69760.0,,LIMONEST,True,,93.29Z,Autres activit̩s r̩cr̩atives et de loisirs,BLOCK'OUT,,,,,,,13.0,5710.0,"SAS, soci̩t̩ par actions simplifi̩e",93.29Z,Autres activit̩s r̩cr̩atives et de loisirs,03-05-2018,,2019-06-11,20:25:00
2019-11-07 05:06:31.00202+00,401153046,VERIFONE,2930787,1,30002,118000000000.0,84000000000000.0,BLOCK'OUT,CBEMV,978,7991,10,CB5.5,,285117,RECONCILED_TOTALS_CORRECT,0,22,0,2,0,451.45,0,24,235,0,2019-06-11 12:29:00,4.6,,,DEBIT,A0000000421010,,,,,,,,0.0,,2,2,d73fd777-6ac9-44ff-aedf-50f7a7c83d56,84000000000000.0,840058762.0,13.0,BLOCK'OUT,,,1 RUE DES VERGERS,,69760 LIMONEST,FRANCE,69760.0,,LIMONEST,True,,93.29Z,Autres activit̩s r̩cr̩atives et de loisirs,BLOCK'OUT,,,,,,,13.0,5710.0,"SAS, soci̩t̩ par actions simplifi̩e",93.29Z,Autres activit̩s r̩cr̩atives et de loisirs,03-05-2018,,2019-06-11,12:29:00
2019-11-07 05:06:31.00202+00,401153046,VERIFONE,2930787,1,30002,118000000000.0,84000000000000.0,BLOCK'OUT,CBEMV,978,7991,10,CB5.5,,285117,RECONCILED_TOTALS_CORRECT,0,22,0,2,0,451.45,0,24,235,0,2019-06-11 12:07:00,4.6,,,DEBIT,A0000000421010,,,,,,,,0.0,,1,1,d73fd777-6ac9-44ff-aedf-50f7a7c83d56,84000000000000.0,840058762.0,13.0,BLOCK'OUT,,,1 RUE DES VERGERS,,69760 LIMONEST,FRANCE,69760.0,,LIMONEST,True,,93.29Z,Autres activit̩s r̩cr̩atives et de loisirs,BLOCK'OUT,,,,,,,13.0,5710.0,"SAS, soci̩t̩ par actions simplifi̩e",93.29Z,Autres activit̩s r̩cr̩atives et de loisirs,03-05-2018,,2019-06-11,12:07:00
2019-11-07 05:06:31.00202+00,401153046,VERIFONE,2930787,1,30002,118000000000.0,84000000000000.0,BLOCK'OUT,CBEMV,978,7991,10,CB5.5,,285117,RECONCILED_TOTALS_CORRECT,0,22,0,2,0,451.45,0,24,235,0,2019-06-11 20:21:00,30.1,151034,0.0,DEBIT,A0000000421010,,,,,,,,0.0,,20,20,d73fd777-6ac9-44ff-aedf-50f7a7c83d56,84000000000000.0,840058762.0,13.0,BLOCK'OUT,,,1 RUE DES VERGERS,,69760 LIMONEST,FRANCE,69760.0,,LIMONEST,True,,93.29Z,Autres activit̩s r̩cr̩atives et de loisirs,BLOCK'OUT,,,,,,,13.0,5710.0,"SAS, soci̩t̩ par actions simplifi̩e",93.29Z,Autres activit̩s r̩cr̩atives et de loisirs,03-05-2018,,2019-06-11,20:21:00
2019-11-10 23:49:44.557536+00,CT81286581,SAGEM,2317379,901,10071,144000000000.0,22800000000000.0,DEPARTEMENT DE SEINE ET MARNE,CBCLESS,978,9405,10,CB5.5,,88866,RECONCILED_TOTALS_CORRECT,0,23,0,0,0,196.5,0,23,26,0,2019-10-11 14:39:00,6.0,,,DEBIT,A0000000421010,,,,,,,,,,8,8,9230bc9c-83b2-4849-9e1f-a485fdd98196,22800000000000.0,227700010.0,19.0,DEPARTEMENT DE SEINE ET MARNE,,,RUE DES SAINTS PERES,,77010 MELUN CEDEX,FRANCE,77000.0,77010.0,MELUN,True,,84.11Z,Administration publique g̩n̩rale,DEPARTEMENT DE SEINE ET MARNE,,,,,,,19.0,7220.0,D̩partement,84.11Z,Administration publique g̩n̩rale,01-03-1983,2018-09-29 00:00:00+00,2019-10-11,14:39:00
2019-11-10 23:49:44.557536+00,CT81286581,SAGEM,2317379,901,10071,144000000000.0,22800000000000.0,DEPARTEMENT DE SEINE ET MARNE,CBCLESS,978,9405,10,CB5.5,,88866,RECONCILED_TOTALS_CORRECT,0,23,0,0,0,196.5,0,23,26,0,2019-10-11 16:39:00,10.0,,,DEBIT,A0000000421010,,,,,,,,,,23,23,9230bc9c-83b2-4849-9e1f-a485fdd98196,22800000000000.0,227700010.0,19.0,DEPARTEMENT DE SEINE ET MARNE,,,RUE DES SAINTS PERES,,77010 MELUN CEDEX,FRANCE,77000.0,77010.0,MELUN,True,,84.11Z,Administration publique g̩n̩rale,DEPARTEMENT DE SEINE ET MARNE,,,,,,,19.0,7220.0,D̩partement,84.11Z,Administration publique g̩n̩rale,01-03-1983,2018-09-29 00:00:00+00,2019-10-11,16:39:00
2019-11-10 23:49:44.557536+00,CT81286581,SAGEM,2317379,901,10071,144000000000.0,22800000000000.0,DEPARTEMENT DE SEINE ET MARNE,CBCLESS,978,9405,10,CB5.5,,88866,RECONCILED_TOTALS_CORRECT,0,23,0,0,0,196.5,0,23,26,0,2019-10-11 16:22:00,3.0,,,DEBIT,A0000000421010,,,,,,,,,,22,22,9230bc9c-83b2-4849-9e1f-a485fdd98196,22800000000000.0,227700010.0,19.0,DEPARTEMENT DE SEINE ET MARNE,,,RUE DES SAINTS PERES,,77010 MELUN CEDEX,FRANCE,77000.0,77010.0,MELUN,True,,84.11Z,Administration publique g̩n̩rale,DEPARTEMENT DE SEINE ET MARNE,,,,,,,19.0,7220.0,D̩partement,84.11Z,Administration publique g̩n̩rale,01-03-1983,2018-09-29 00:00:00+00,2019-10-11,16:22:00
2019-11-10 23:49:44.557536+00,CT81286581,SAGEM,2317379,901,10071,144000000000.0,22800000000000.0,DEPARTEMENT DE SEINE ET MARNE,CBCLESS,978,9405,10,CB5.5,,88866,RECONCILED_TOTALS_CORRECT,0,23,0,0,0,196.5,0,23,26,0,2019-10-11 16:06:00,10.0,,,DEBIT,A0000000421010,,,,,,,,,,21,21,9230bc9c-83b2-4849-9e1f-a485fdd98196,22800000000000.0,227700010.0,19.0,DEPARTEMENT DE SEINE ET MARNE,,,RUE DES SAINTS PERES,,77010 MELUN CEDEX,FRANCE,77000.0,77010.0,MELUN,True,,84.11Z,Administration publique g̩n̩rale,DEPARTEMENT DE SEINE ET MARNE,,,,,,,19.0,7220.0,D̩partement,84.11Z,Administration publique g̩n̩rale,01-03-1983,2018-09-29 00:00:00+00,2019-10-11,16:06:00
2019-11-10 23:49:44.557536+00,CT81286581,SAGEM,2317379,901,10071,144000000000.0,22800000000000.0,DEPARTEMENT DE SEINE ET MARNE,CBCLESS,978,9405,10,CB5.5,,88866,RECONCILED_TOTALS_CORRECT,0,23,0,0,0,196.5,0,23,26,0,2019-10-11 15:43:00,4.5,,,DEBIT,A0000000421010,,,,,,,,,,20,20,9230bc9c-83b2-4849-9e1f-a485fdd98196,22800000000000.0,227700010.0,19.0,DEPARTEMENT DE SEINE ET MARNE,,,RUE DES SAINTS PERES,,77010 MELUN CEDEX,FRANCE,77000.0,77010.0,MELUN,True,,84.11Z,Administration publique g̩n̩rale,DEPARTEMENT DE SEINE ET MARNE,,,,,,,19.0,7220.0,D̩partement,84.11Z,Administration publique g̩n̩rale,01-03-1983,2018-09-29 00:00:00+00,2019-10-11,15:43:00
